req_id,module,document,section,page,upstream_ids,status,confidence,evidence,rationale
SWS_CANIF_00926,CanIf,can_interface,8.3.28 CanIf_EnableEgressTimeStamp,104,,missing,1.00,,The candidates do not implement the requirement to check if CanIf_Init() was previously called and raise the error CANIF_E_UNINIT if it was not.
SWS_CANIF_00927,CanIf,can_interface,8.3.28 CanIf_EnableEgressTimeStamp,104,,missing,1.00,,None of the candidates implement the requirement to check the parameter TxPduId for validity and raise the error CANIF_E_PARAM_LPDU.
SWS_CANIF_00928,CanIf,can_interface,8.3.28 CanIf_EnableEgressTimeStamp,104,,unverifiable,0.90,,"The candidates do not provide any information about the configuration parameter CanIfGlobalTimeSupport, making it impossible to determine if the requirement is implemented."
SWS_CANIF_91011,CanIf,can_interface,8.3.28 CanIf_EnableEgressTimeStamp,104,SRS_Can_01181,missing,1.00,,None of the candidates implement the CanIf_EnableEgressTimeStamp function as specified in the requirement.
SWS_CANIF_00929,CanIf,can_interface,8.3.29 CanIf_GetEgressTimeStamp,105,,missing,1.00,,The candidates do not implement the requirement to check if CanIf_Init() was previously called and raise the error CANIF_E_UNINIT if it was not.
SWS_CANIF_00930,CanIf,can_interface,8.3.29 CanIf_GetEgressTimeStamp,105,,missing,1.00,,None of the candidates implement the requirement to check the parameter TxPduId for validity and raise the error CANIF_E_PARAM_LPDU.
SWS_CANIF_00931,CanIf,can_interface,8.3.29 CanIf_GetEgressTimeStamp,105,,missing,1.00,,None of the candidates implement the requirement to check the validity of the timeStampPtr parameter and raise the CANIF_E_PARAM_POINTER error.
SWS_CANIF_00932,CanIf,can_interface,8.3.29 CanIf_GetEgressTimeStamp,105,,unverifiable,0.90,,"The candidates do not provide any information about the configuration parameter CanIfGlobalTimeSupport, making it impossible to determine if the requirement is implemented."
SWS_CANIF_91012,CanIf,can_interface,8.3.29 CanIf_GetEgressTimeStamp,105,SRS_Can_01181,missing,1.00,,None of the candidates implement the CanIf_GetEgressTimeStamp function as specified in the requirement.
SWS_CANIF_00933,CanIf,can_interface,8.3.30 CanIf_GetIngressTimeStamp,106,,missing,1.00,,The candidates do not implement the requirement to check if CanIf_Init() was previously called and raise the error CANIF_E_UNINIT if it was not.
SWS_CANIF_00934,CanIf,can_interface,8.3.30 CanIf_GetIngressTimeStamp,106,,unverifiable,0.90,,The candidates do not provide any implementation details related to the requirement about checking the parameter RxPduId.
SWS_CANIF_00935,CanIf,can_interface,8.3.30 CanIf_GetIngressTimeStamp,106,,missing,1.00,,None of the candidates implement the requirement to check the validity of the timeStampPtr parameter and raise the CANIF_E_PARAM_POINTER error.
SWS_CANIF_00936,CanIf,can_interface,8.3.30 CanIf_GetIngressTimeStamp,106,,unverifiable,0.90,,"The candidates do not provide any information regarding the configuration parameter CanIfGlobalTimeSupport, making it impossible to determine if the requirement is implemented."
SWS_CANIF_91013,CanIf,can_interface,8.3.30 CanIf_GetIngressTimeStamp,106,SRS_Can_01181,unverifiable,0.00,,The candidates do not provide any implementation or relevant information regarding the CanIf_GetIngressTimeStamp function as specified.
SWS_CANIF_00007,CanIf,can_interface,8.4.2 CanIf_TxConfirmation,107,SRS_Can_01009,implemented,1.00,communication/CanIf/src/CanIf.c:861-932,The code for CanIf_TxConfirmation matches the specification for confirming a transmitted CAN L-PDU.
SWS_CANIF_00883,CanIf,can_interface,8.4.1 CanIf_TriggerTransmit,107,,missing,1.00,,None of the candidates implement the CanIf_TriggerTransmit function as specified in the requirement.
SWS_CANIF_00884,CanIf,can_interface,8.4.1 CanIf_TriggerTransmit,107,,missing,1.00,,None of the candidates implement the requirement for the CanIf_TriggerTransmit function to be provided only if TriggerTransmit support is enabled.
SWS_CANIF_00885,CanIf,can_interface,8.4.1 CanIf_TriggerTransmit,107,,missing,1.00,,None of the candidates implement the requirement for the function CanIf_TriggerTransmit to call a corresponding User_TriggerTransmit function.
SWS_CANIF_00391,CanIf,can_interface,8.4.2 CanIf_TxConfirmation,108,,missing,1.00,,The candidates do not implement the requirement for setting the notification status for the Transmitted L-PDU when the specified configuration parameters are set to TRUE.
SWS_CANIF_00410,CanIf,can_interface,8.4.2 CanIf_TxConfirmation,108,SRS_BSW_00323,partial,0.80,communication/CanIf/src/CanIf.c:861-932,"The code partially implements the requirement by validating the parameter and indicating the error code, but it does not show the actual reporting of the error."
SWS_CANIF_00412,CanIf,can_interface,8.4.2 CanIf_TxConfirmation,108,,implemented,0.90,communication/CanIf/src/CanIf.c:861-932,The code implements the requirement by validating the initialization state before calling the user confirmation service.
SWS_CANIF_00414,CanIf,can_interface,8.4.2 CanIf_TxConfirmation,108,,missing,1.00,,"The candidates do not implement the requirement for configuring the CanIf_TxConfirmation service, as indicated by the developer annotations and the lack of relevant implementation."
SWS_CANIF_00006,CanIf,can_interface,8.4.3 CanIf_RxIndication,109,,unverifiable,0.90,,The candidates do not provide a complete implementation of the CanIf_RxIndication function as specified in the requirement.
SWS_CANIF_00392,CanIf,can_interface,8.4.3 CanIf_RxIndication,109,,missing,1.00,,The candidates do not implement the requirement as the developers explicitly state that the functionality is not implemented.
SWS_CANIF_00415,CanIf,can_interface,8.4.3 CanIf_RxIndication,109,,partial,0.80,communication/CanIf/src/CanIf.c:1170-1179,"The implementation partially meets the requirement by checking for a configured upper layer target service, but it does not show the complete routing mechanism to those services."
SWS_CANIF_00416,CanIf,can_interface,8.4.3 CanIf_RxIndication,109,SRS_BSW_00323,missing,0.90,,None of the candidates implement the requirement to report the error code CANIF_E_PARAM_HOH when an invalid Mailbox->Hoh is passed to CanIf_RxIndication.
SWS_CANIF_00417,CanIf,can_interface,8.4.3 CanIf_RxIndication,109,SRS_BSW_00323,missing,0.90,,None of the candidates implement the requirement to report an error when an invalid CanId is passed to CanIf_RxIndication.
SWS_CANIF_00419,CanIf,can_interface,8.4.3 CanIf_RxIndication,109,SRS_BSW_00323,partial,0.80,communication/CanIf/src/CanIf.c:1119-1124 communication/CanIf/src/CanIf.c:127-133,"The implementation checks for a NULL pointer in CanIf_RxIndication and reports an error, but it is unclear if this is done specifically for the parameters mentioned in the requirement."
SWS_CANIF_00421,CanIf,can_interface,8.4.3 CanIf_RxIndication,110,,implemented,0.90,communication/CanIf/src/CanIf.c:1075-1094,The implementation correctly verifies the initialization state before proceeding with the Rx indication handling.
SWS_CANIF_00423,CanIf,can_interface,8.4.3 CanIf_RxIndication,110,,missing,1.00,,None of the candidates implement the requirement for configuring the CanIf_RxIndication service.
SWS_CANIF_91015,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,110,,unverifiable,0.00,,The candidates do not provide a clear implementation of the CanIf_XLRxIndication function as specified.
SWS_CANIF_00218,CanIf,can_interface,8.4.5 CanIf_ControllerBusOff,111,,implemented,1.00,communication/CanIf/src/CanIf.c:1450-1495,"The code for CanIf_ControllerBusOff directly corresponds to the requirement, indicating it handles a BusOff event for a specified CAN controller."
SWS_CANIF_00945,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,111,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement for the CanIf_XLRxIndication function.
SWS_CANIF_00946,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,111,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement regarding the processing of CAN XL frames.
SWS_CANIF_00947,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,111,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement to handle received SDU Type 03h as specified.
SWS_CANIF_00948,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,111,SRS_Can_02003,unverifiable,0.00,,The candidates do not provide sufficient information to determine if the requirement is implemented.
SWS_CANIF_00949,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,111,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement to report an error when the Mailbox->Hoh parameter has an invalid value in the CanIf_XLRxIndication function.
SWS_CANIF_00950,CanIf,can_interface,8.4.4 CanIf_XLRxIndication,111,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement to report an error when invalid parameters are passed to CanIf_XLRxIndication.
SWS_CANIF_00429,CanIf,can_interface,8.4.5 CanIf_ControllerBusOff,112,SRS_BSW_00323,implemented,0.90,communication/CanIf/src/CanIf.c:1450-1495,The code in CanIf_ControllerBusOff implements the requirement by validating the ControllerId and reporting the appropriate error code.
SWS_CANIF_00431,CanIf,can_interface,8.4.5 CanIf_ControllerBusOff,112,,implemented,1.00,communication/CanIf/src/CanIf.c:1450-1495,The code clearly implements the requirement by validating the initialization state before proceeding with the BusOff notification.
SWS_CANIF_00433,CanIf,can_interface,8.4.5 CanIf_ControllerBusOff,112,,missing,1.00,,"The candidates do not implement the requirement for the configuration of CanIf_ControllerBusOff, as the function is explicitly marked as not implemented and there are no relevant implementations present."
SWS_CANIF_00815,CanIf,can_interface,8.4.6 CanIf_ConfirmPnAvailability,112,,implemented,1.00,communication/CanIf/src/CanIf.c:1853-1873,The code for CanIf_ConfirmPnAvailability directly implements the functionality described in the requirement.
SWS_CANIF_00753,CanIf,can_interface,8.4.6 CanIf_ConfirmPnAvailability,113,,implemented,1.00,communication/CanIf/src/CanIf.c:1853-1873,The code in candidate 1 directly implements the requirement by calling the specified function when CanIf_ConfirmPnAvailability is invoked.
SWS_CANIF_00754,CanIf,can_interface,8.4.6 CanIf_ConfirmPnAvailability,113,,missing,1.00,,The code does not implement the required pre compile time configurability for the function CanIf_ConfirmPnAvailability.
SWS_CANIF_00816,CanIf,can_interface,8.4.6 CanIf_ConfirmPnAvailability,113,,implemented,1.00,communication/CanIf/src/CanIf.c:1853-1873,The code in CanIf_ConfirmPnAvailability implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00817,CanIf,can_interface,8.4.6 CanIf_ConfirmPnAvailability,113,,implemented,0.90,communication/CanIf/src/CanIf.c:1853-1873,The code implements the requirement by ensuring that notifications are not executed if CanIf is not initialized.
SWS_CANIF_00963,CanIf,can_interface,8.4.7 CanIf_ConfirmCtrlPnAvailability,113,,implemented,1.00,communication/CanIf/src/CanIf.c:1853-1873,The code clearly implements the requirement by calling <User_ConfirmCtrlPnAvailability>() within the CanIf_ConfirmPnAvailability() function.
SWS_CANIF_91016,CanIf,can_interface,8.4.7 CanIf_ConfirmCtrlPnAvailability,113,,implemented,1.00,communication/CanIf/src/CanIf.c:1853-1873,The function CanIf_ConfirmPnAvailability is defined and implements the required behavior for confirming PN availability as specified in the requirement.
SWS_CANIF_00757,CanIf,can_interface,8.4.8 CanIf_ClearTrcvWufFlagIndication,114,,implemented,1.00,communication/CanIf/src/CanIf.c:1879-1899,The code clearly implements the requirement by calling the specified function when CanIf_ClearTrcvWufFlagIndication is invoked.
SWS_CANIF_00762,CanIf,can_interface,8.4.8 CanIf_ClearTrcvWufFlagIndication,114,,implemented,1.00,communication/CanIf/src/CanIf.c:1879-1899,The implementation of CanIf_ClearTrcvWufFlagIndication matches the requirement as it takes a TransceiverId and performs the necessary actions to clear the WufFlag.
SWS_CANIF_00805,CanIf,can_interface,8.4.8 CanIf_ClearTrcvWufFlagIndication,114,,implemented,0.90,communication/CanIf/src/CanIf.c:1879-1899,The code in CanIf_ClearTrcvWufFlagIndication implements the requirement by validating the TransceiverId and reporting the appropriate error.
SWS_CANIF_00806,CanIf,can_interface,8.4.8 CanIf_ClearTrcvWufFlagIndication,114,,implemented,1.00,communication/CanIf/src/CanIf.c:1879-1899,The code clearly implements the requirement by validating the initialization state before proceeding with the notification.
SWS_CANIF_00964,CanIf,can_interface,8.4.7 CanIf_ConfirmCtrlPnAvailability,114,,missing,1.00,,None of the candidates implement the requirement to report an error for an invalid ControllerId in the CanIf_ConfirmCtrlPnAvailability function.
SWS_CANIF_00965,CanIf,can_interface,8.4.7 CanIf_ConfirmCtrlPnAvailability,114,,implemented,0.90,communication/CanIf/src/CanIf.c:1853-1873,The code for CanIf_ConfirmPnAvailability implements the behavior specified in the requirement regarding initialization.
SWS_CANIF_00966,CanIf,can_interface,8.4.7 CanIf_ConfirmCtrlPnAvailability,114,,unverifiable,0.90,,"The requirement specifies configuration parameters for the function CanIf_ConfirmCtrlPnAvailability, but the provided code does not show any implementation or configuration related to these parameters."
SWS_CANIF_00759,CanIf,can_interface,8.4.9 CanIf_CheckTrcvWakeFlagIndication,115,,implemented,1.00,communication/CanIf/src/CanIf.c:1904-1923,The code clearly implements the requirement by calling the specified function when the condition is met.
SWS_CANIF_00763,CanIf,can_interface,8.4.9 CanIf_CheckTrcvWakeFlagIndication,115,,implemented,1.00,communication/CanIf/src/CanIf.c:1904-1923,The function CanIf_CheckTrcvWakeFlagIndication matches the specification for its parameters and behavior.
SWS_CANIF_00808,CanIf,can_interface,8.4.8 CanIf_ClearTrcvWufFlagIndication,115,,missing,1.00,,The candidates do not implement the requirement for pre compile time configurability of the function CanIf_ClearTrcvWufFlagIndication.
SWS_CANIF_00809,CanIf,can_interface,8.4.9 CanIf_CheckTrcvWakeFlagIndication,115,,implemented,1.00,communication/CanIf/src/CanIf.c:1904-1923,The code in CanIf_CheckTrcvWakeFlagIndication implements the requirement by validating the TransceiverId and reporting the appropriate error.
SWS_CANIF_00810,CanIf,can_interface,8.4.9 CanIf_CheckTrcvWakeFlagIndication,115,,implemented,0.90,communication/CanIf/src/CanIf.c:1904-1923,The code implements the requirement by ensuring that no notification is executed if CanIf was not initialized.
SWS_CANIF_00699,CanIf,can_interface,8.4.10 CanIf_ControllerModeIndication,116,,implemented,1.00,communication/CanIf/src/CanIf.c:585-643,The code clearly implements the CanIf_ControllerModeIndication function as required by the specification.
SWS_CANIF_00700,CanIf,can_interface,8.4.10 CanIf_ControllerModeIndication,116,,implemented,0.90,communication/CanIf/src/CanIf.c:585-643,The code implements the requirement by validating the ControllerId and reporting the appropriate error code when it is invalid.
SWS_CANIF_00702,CanIf,can_interface,8.4.10 CanIf_ControllerModeIndication,116,,partial,0.80,communication/CanIf/src/CanIf.c:585-643,"The code checks for initialization before executing further logic, but it does not explicitly prevent state transition notifications in all cases."
SWS_CANIF_00812,CanIf,can_interface,8.4.9 CanIf_CheckTrcvWakeFlagIndication,116,,unverifiable,0.90,,"The requirement specifies configuration parameters for the function, but the code does not show any implementation of these configurations."
SWS_CANIF_00706,CanIf,can_interface,8.4.11 CanIf_TrcvModeIndication,117,,implemented,0.90,communication/CanIf/src/CanIf.c:1626-1647,The code in CanIf_TrcvModeIndication implements the requirement by validating the TransceiverId and reporting the appropriate error code.
SWS_CANIF_00708,CanIf,can_interface,8.4.11 CanIf_TrcvModeIndication,117,,implemented,1.00,communication/CanIf/src/CanIf.c:1626-1647,The code in CanIf_TrcvModeIndication correctly implements the requirement by validating the initialization state before proceeding with the notification.
SWS_CANIF_00710,CanIf,can_interface,8.4.11 CanIf_TrcvModeIndication,117,,implemented,0.90,communication/CanIf/src/CanIf.c:1626-1647,The code in CanIf_TrcvModeIndication clearly implements the requirement by publishing the CAN Transceiver ID and handling the mode indication.
SWS_CANIF_00730,CanIf,can_interface,8.4.11 CanIf_TrcvModeIndication,117,,missing,1.00,,The code does not provide an implementation of CanIf_TrcvModeIndication() that adheres to the requirement regarding transceiver support.
SWS_CANIF_00764,CanIf,can_interface,8.4.11 CanIf_TrcvModeIndication,117,,implemented,1.00,communication/CanIf/src/CanIf.c:1626-1647,"The code for CanIf_TrcvModeIndication matches the specification requirement, including the parameters and functionality described."
SWS_CANIF_00919,CanIf,can_interface,8.4.12 CanIf_ControllerErrorStatePassive,118,RS_Ids_00810,missing,1.00,,None of the candidates implement the requirement to report an error when an invalid ControllerId is passed to CanIf_ControllerErrorStatePassive.
SWS_CANIF_91008,CanIf,can_interface,8.4.12 CanIf_ControllerErrorStatePassive,118,RS_Ids_00810,missing,1.00,,None of the candidates implement the function CanIf_ControllerErrorStatePassive as described in the requirement.
SWS_CANIF_91009,CanIf,can_interface,8.4.13 CanIf_ErrorNotification,118,RS_Ids_00810,missing,1.00,,None of the candidates implement the CanIf_ErrorNotification function as specified in the requirement.
SWS_CANIF_00920,CanIf,can_interface,8.4.13 CanIf_ErrorNotification,119,RS_Ids_00810,missing,1.00,,None of the candidates implement the requirement to report the error code CANIF_E_PARAM_CONTROLLERID to Det_ReportError when an invalid ControllerId is passed to CanIf_ErrorNotification.
SWS_CANIF_00921,CanIf,can_interface,8.4.13 CanIf_ErrorNotification,119,RS_Ids_00810,missing,1.00,,None of the candidates implement the requirement to report the error code CANIF_E_PARAM_CAN_ERROR when CanIf_ErrorNotification() is called with an invalid CanError parameter.
SWS_CANIF_00040,CanIf,can_interface,8.6.1 Mandatory interfaces,120,,missing,1.00,,None of the candidates implement the mandatory interfaces specified in the requirement.
SWS_CANIF_00294,CanIf,can_interface,8.6.2 Optional interfaces,120,,missing,1.00,,None of the candidates implement the requirement for defining optional interfaces in the CanIf module.
SWS_CANIF_00886,CanIf,can_interface,8.6.3.1 <User_TriggerTransmit>,123,,missing,1.00,,None of the candidates implement the requirement for the <User_TriggerTransmit> function as specified.
SWS_CANIF_00888,CanIf,can_interface,8.6.3.1 <User_TriggerTransmit>,123,,missing,0.90,,None of the candidates implement the requirement for configuring the TriggerTransmit callback service by CanIfTxPduUserTxConfirmationUL.
SWS_CANIF_00889,CanIf,can_interface,8.6.3.1 <User_TriggerTransmit>,123,,missing,1.00,,None of the candidates provide an implementation for configuring the API <User_TriggerTransmit>() as required.
SWS_CANIF_00011,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,124,,implemented,0.90,communication/CanIf/src/CanIf.c:861-932,The implementation in CanIf_TxConfirmation matches the requirement for confirming PDU transmission.
SWS_CANIF_00438,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,124,,missing,0.90,,None of the candidates implement the requirement for configuring the <User_TxConfirmation>() callback service.
SWS_CANIF_00890,CanIf,can_interface,8.6.3.1 <User_TriggerTransmit>,124,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TriggerTransmit> and the specific naming condition for CanIfTxPduUserTriggerTransmitName.
SWS_CANIF_00891,CanIf,can_interface,8.6.3.1 <User_TriggerTransmit>,124,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TriggerTransmit>() and the parameter CanIfTxPduUserTriggerTransmitName.
SWS_CANIF_00439,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TxConfirmation> and the naming of CanIfTxPduUserTxConfirmationName.
SWS_CANIF_00542,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration of <User_TxConfirmation>() is implemented.
SWS_CANIF_00543,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration requirement regarding CanIfTxPduUserTxConfirmationUL and CanNm_TxConfirmationName is met.
SWS_CANIF_00544,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TxConfirmation> for J1939TP.
SWS_CANIF_00550,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TxConfirmation>.
SWS_CANIF_00551,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,unverifiable,0.90,,"The requirement specifies a configuration condition for the API <User_TxConfirmation>(), but none of the candidates provide information about the configuration or the specific API name as required."
SWS_CANIF_00556,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration requirement for <User_TxConfirmation>() is met.
SWS_CANIF_00858,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TxConfirmation> and the specific naming condition for CanIfTxPduUserTxConfirmationUL.
SWS_CANIF_00879,CanIf,can_interface,8.6.3.2 <User_TxConfirmation>,125,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TxConfirmation> and the specific naming condition for CanIfTxPduUserTxConfirmationName.
SWS_CANIF_00012,CanIf,can_interface,8.6.3.3 <User_RxIndication>,126,SRS_Can_01003,missing,0.90,,None of the candidates implement the requirement for the <User_RxIndication> function as specified.
SWS_CANIF_00441,CanIf,can_interface,8.6.3.3 <User_RxIndication>,126,,unverifiable,0.90,,"The requirement specifies a configuration for a callback service, but the provided code does not include any relevant configuration or implementation details related to <User_RxIndication>."
SWS_CANIF_00552,CanIf,can_interface,8.6.3.3 <User_RxIndication>,126,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration of <User_RxIndication>() is implemented.
SWS_CANIF_00442,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_RxIndication> and the specific naming of CanIfRxPduUserRxIndicationName as PduR_CanIfRxIndication.
SWS_CANIF_00445,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,unverifiable,0.90,,"The requirement specifies a configuration condition that cannot be verified from the provided code, as it does not show how CanIfRxPduUserRxIndicationUL is set or how it relates to CanNm_RxIndication."
SWS_CANIF_00448,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,missing,1.00,,The requirement specifies a configuration condition that is not addressed by any of the candidates.
SWS_CANIF_00532,CanIf,can_interface,8.6.3.4 <User_ValidateWakeupEvent>,127,,missing,1.00,,None of the candidates implement the requirement for the <User_ValidateWakeupEvent> function as specified.
SWS_CANIF_00554,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration requirement for <User_RxIndication>() is met.
SWS_CANIF_00555,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration requirement regarding CanIfRxPduUserRxIndicationUL and CanIfRxPduUserRxIndicationName is met.
SWS_CANIF_00557,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,unverifiable,0.90,,The candidates do not provide any information regarding the configuration of the API name as required by the specification.
SWS_CANIF_00859,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration requirement regarding <User_RxIndication> is met.
SWS_CANIF_00880,CanIf,can_interface,8.6.3.3 <User_RxIndication>,127,,unverifiable,0.90,,The candidates do not provide enough information to determine if the configuration requirement for <User_RxIndication>() is met.
SWS_CANIF_00456,CanIf,can_interface,8.6.3.4 <User_ValidateWakeupEvent>,128,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration requirements for <User_ValidateWakeupEvent>() are implemented.
SWS_CANIF_00563,CanIf,can_interface,8.6.3.4 <User_ValidateWakeupEvent>,128,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_ValidateWakeupEvent>.
SWS_CANIF_00564,CanIf,can_interface,8.6.3.4 <User_ValidateWakeupEvent>,128,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_ValidateWakeupEvent>.
SWS_CANIF_00659,CanIf,can_interface,8.6.3.4 <User_ValidateWakeupEvent>,128,,unverifiable,0.90,,"The requirement discusses the configuration of an API that can be omitted, but the provided code does not include any implementation or configuration details related to <User_ValidateWakeupEvent>."
SWS_CANIF_00014,CanIf,can_interface,8.6.3.5 <User_ControllerBusOff>,129,SRS_Can_01029,implemented,0.90,communication/CanIf/src/CanIf.c:1450-1495,The code in CanIf_ControllerBusOff implements the functionality described in the requirement for indicating a bus-off event.
SWS_CANIF_00450,CanIf,can_interface,8.6.3.5 <User_ControllerBusOff>,129,,missing,1.00,,None of the candidates implement the requirement for configuring <User_ControllerBusOff> by CanIfDispatchUserCtrlBusOffUL.
SWS_CANIF_00524,CanIf,can_interface,8.6.3.5 <User_ControllerBusOff>,130,,partial,0.80,communication/CanIf/src/CanIf.c:1450-1495,"The function CanIf_ControllerBusOff is implemented, but there is no clear evidence that it is configured with at least one upper layer module as mandated by the requirement."
SWS_CANIF_00558,CanIf,can_interface,8.6.3.5 <User_ControllerBusOff>,130,,unverifiable,0.90,,"The requirement specifies a configuration parameter for the API, but the provided code does not show any configuration mechanism for <User_ControllerBusOff>(), making it impossible to verify compliance."
SWS_CANIF_00559,CanIf,can_interface,8.6.3.5 <User_ControllerBusOff>,130,,missing,1.00,,"The candidates do not implement the requirement regarding the configuration of <User_ControllerBusOff>(), as there is no indication of the condition that CanIfDispatchUserCtrlBusOffUL must be set to CAN_SM for CanIfDispatchUserCtrlBusOffName to be CanSM_ControllerBusOff."
SWS_CANIF_00560,CanIf,can_interface,8.6.3.5 <User_ControllerBusOff>,130,,unverifiable,0.90,,"The requirement specifies a configuration for an API that cannot be verified from the provided code, which does not show any configuration related to CanIfDispatchUserCtrlBusOffName."
SWS_CANIF_00821,CanIf,can_interface,8.6.3.6 <User_ConfirmPnAvailability>,130,,implemented,1.00,communication/CanIf/src/CanIf.c:1853-1873,"The function CanIf_ConfirmPnAvailability matches the requirement's signature and description, confirming its implementation."
SWS_CANIF_00823,CanIf,can_interface,8.6.3.6 <User_ConfirmPnAvailability>,131,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_ConfirmPnAvailability> based on the specified conditions.
SWS_CANIF_00824,CanIf,can_interface,8.6.3.6 <User_ConfirmPnAvailability>,131,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of <User_ConfirmPnAvailability>() based on the specified conditions.
SWS_CANIF_00825,CanIf,can_interface,8.6.3.6 <User_ConfirmPnAvailability>,131,,missing,1.00,,None of the candidates implement the requirement for configuring <User_ConfirmPnAvailability> based on CanIfPublicPnSupport and CanIfPublicTrcvPnEnable.
SWS_CANIF_00826,CanIf,can_interface,8.6.3.6 <User_ConfirmPnAvailability>,131,,missing,1.00,,"None of the candidates implement the requirement regarding the configuration of <User_ConfirmPnAvailability>(), specifically the relationship between CanIfDispatchUserConfirmPnAvailabilityUL and CanIfDispatchUserConfirmPnAvailabilityName."
SWS_CANIF_00827,CanIf,can_interface,8.6.3.6 <User_ConfirmPnAvailability>,131,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of the service name for <User_ConfirmPnAvailability>().
SWS_CANIF_91017,CanIf,can_interface,8.6.3.7 <User_ConfirmCtrlPnAvailability>,131,,missing,1.00,,The provided code does not implement the specified service <User_ConfirmCtrlPnAvailability> as it is not present in the candidates.
SWS_CANIF_00788,CanIf,can_interface,8.6.3.8 <User_ClearTrcvWufFlagIndication>,132,,implemented,1.00,communication/CanIf/src/CanIf.c:1879-1899,The function directly corresponds to the requirement and performs the specified action.
SWS_CANIF_00958,CanIf,can_interface,8.6.3.7 <User_ConfirmCtrlPnAvailability>,132,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration of <User_ConfirmCtrlPnAvailability> is implemented as required.
SWS_CANIF_00959,CanIf,can_interface,8.6.3.7 <User_ConfirmCtrlPnAvailability>,132,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of <User_ConfirmCtrlPnAvailability> based on the specified conditions.
SWS_CANIF_00960,CanIf,can_interface,8.6.3.7 <User_ConfirmCtrlPnAvailability>,132,,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the configuration of <User_ConfirmCtrlPnAvailability> is implemented.
SWS_CANIF_00961,CanIf,can_interface,8.6.3.7 <User_ConfirmCtrlPnAvailability>,132,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_ConfirmCtrlPnAvailability>.
SWS_CANIF_00962,CanIf,can_interface,8.6.3.7 <User_ConfirmCtrlPnAvailability>,132,,missing,0.90,,None of the candidates implement the requirement regarding the configuration of the service name for <User_ConfirmCtrlPnAvailability>.
SWS_CANIF_00794,CanIf,can_interface,8.6.3.8 <User_ClearTrcvWufFlagIndication>,133,,missing,1.00,,None of the candidates implement the requirement for configuring <User_ClearTrcvWufFlagIndication> based on the specified conditions.
